E:\Self Driving Car\images\IMG\IMG\center_2021_05_11_16_07_01_674.jpg,E:\Self Driving Car\images\IMG\IMG\left_2021_05_11_16_07_01_674.jpg,E:\Self Driving Car\images\IMG\IMG\right_2021_05_11_16_07_01_674.jpg,0,0,0,8.051432E-06
E:\Self Driving Car\images\IMG\IMG\center_2021_05_11_16_07_01_741.jpg,E:\Self Driving Car\images\IMG\IMG\left_2021_05_11_16_07_01_741.jpg,E:\Self Driving Car\images\IMG\IMG\right_2021_05_11_16_07_01_741.jpg,0,0,0,1.311398E-05
E:\Self Driving Car\images\IMG\IMG\center_2021_05_11_16_07_01_810.jpg,E:\Self Driving Car\images\IMG\IMG\left_2021_05_11_16_07_01_810.jpg,E:\Self Driving Car\images\IMG\IMG\right_2021_05_11_16_07_01_810.jpg,0,0,0,5.129482E-06
E:\Self Driving Car\images\IMG\IMG\center_2021_05_11_16_07_01_885.jpg,E:\Self Driving Car\images\IMG\IMG\left_2021_05_11_16_07_01_885.jpg,E:\Self Driving Car\images\IMG\IMG\right_2021_05_11_16_07_01_885.jpg,0,0,0,9.94623E-06
E:\Self Driving Car\images\IMG\IMG\center_2021_05_11_16_07_01_952.jpg,E:\Self Driving Car\images\IMG\IMG\left_2021_05_11_16_07_01_952.jpg,E:\Self Driving Car\images\IMG\IMG\right_2021_05_11_16_07_01_952.jpg,0,0,0,7.863048E-07
E:\Self Driving Car\images\IMG\IMG\center_2021_05_11_16_07_02_027.jpg,E:\Self Driving Car\images\IMG\IMG\left_2021_05_11_16_07_02_027.jpg,E:\Self Driving Car\images\IMG\IMG\right_2021_05_11_16_07_02_027.jpg,0,0,0,1.290891E-05
E:\Self Driving Car\images\IMG\IMG\center_2021_05_11_16_07_02_096.jpg,E:\Self Driving Car\images\IMG\IMG\left_2021_05_11_16_07_02_096.jpg,E:\Self Driving Car\images\IMG\IMG\right_2021_05_11_16_07_02_096.jpg,0,0,0,2.457795E-05
E:\Self Driving Car\images\IMG\IMG\center_2021_05_11_16_07_02_165.jpg,E:\Self Driving Car\images\IMG\IMG\left_2021_05_11_16_07_02_165.jpg,E:\Self Driving Car\images\IMG\IMG\right_2021_05_11_16_07_02_165.jpg,0,0,0,1.546965E-05
E:\Self Driving Car\images\IMG\IMG\center_2021_05_11_16_07_02_239.jpg,E:\Self Driving Car\images\IMG\IMG\left_2021_05_11_16_07_02_239.jpg,E:\Self Driving Car\images\IMG\IMG\right_2021_05_11_16_07_02_239.jpg,0,0,0,2.938022E-06
E:\Self Driving Car\images\IMG\IMG\center_2021_05_11_16_07_02_311.jpg,E:\Self Driving Car\images\IMG\IMG\left_2021_05_11_16_07_02_311.jpg,E:\Self Driving Car\images\IMG\IMG\right_2021_05_11_16_07_02_311.jpg,-0.2,0.0872286,0,0.005721526
E:\Self Driving Car\images\IMG\IMG\center_2021_05_11_16_07_02_379.jpg,E:\Self Driving Car\images\IMG\IMG\left_2021_05_11_16_07_02_379.jpg,E:\Self Driving Car\images\IMG\IMG\right_2021_05_11_16_07_02_379.jpg,-0.35,0.2748537,0,0.1864303
E:\Self Driving Car\images\IMG\IMG\center_2021_05_11_16_07_02_449.jpg,E:\Self Driving Car\images\IMG\IMG\left_2021_05_11_16_07_02_449.jpg,E:\Self Driving Car\images\IMG\IMG\right_2021_05_11_16_07_02_449.jpg,-0.5500001,0.5205189,0,0.5183086
E:\Self Driving Car\images\IMG\IMG\center_2021_05_11_16_07_02_518.jpg,E:\Self Driving Car\images\IMG\IMG\left_2021_05_11_16_07_02_518.jpg,E:\Self Driving Car\images\IMG\IMG\right_2021_05_11_16_07_02_518.jpg,-0.7,0.6886863,0,0.9528919
E:\Self Driving Car\images\IMG\IMG\center_2021_05_11_16_07_02_593.jpg,E:\Self Driving Car\images\IMG\IMG\left_2021_05_11_16_07_02_593.jpg,E:\Self Driving Car\images\IMG\IMG\right_2021_05_11_16_07_02_593.jpg,-0.9000002,0.9517578,0,1.668215
E:\Self Driving Car\images\IMG\IMG\center_2021_05_11_16_07_02_661.jpg,E:\Self Driving Car\images\IMG\IMG\left_2021_05_11_16_07_02_661.jpg,E:\Self Driving Car\images\IMG\IMG\right_2021_05_11_16_07_02_661.jpg,-1,1,0,2.264042
